timestamp,Active_Energy_Delivered_Received,Current_Phase_Average,Active_Power,Performance_Ratio,Wind_Speed,Weather_Temperature_Celsius,Weather_Relative_Humidity,Global_Horizontal_Radiation,Diffuse_Horizontal_Radiation,Wind_Direction,Weather_Daily_Rainfall,Radiation_Global_Tilted,Radiation_Diffuse_Tilted
"2016-11-12 15:30:00",36667,7.931999206543,1.960000038147,83.19465637207,,34.715827941895,14.535673141479,509.41329956055,268.966796875,192.27169799805,0,428.34918212891,271.81301879883
"2016-11-12 15:35:00",36667,3.8386662006378,0.91346657276154,55.838958740234,,34.501304626465,14.601265907288,226.70297241211,213.99737548828,163.10949707031,0,297.43539428711,233.61041259766
"2016-11-12 15:40:00",36667,3.0459997653961,0.71133327484131,60.149700164795,,34.102470397949,14.813113212585,183.73324584961,176.37982177734,132.25289916992,0,215.01907348633,187.62194824219
"2016-11-12 15:45:00",36667,3.0426661968231,0.70980000495911,71.362968444824,,33.901344299316,14.954039573669,144.93214416504,142.96171569824,160.25267028809,0,180.84246826172,165.79458618164
"2016-11-12 15:50:00",36667,8.7340002059937,2.1526000499725,114.54821777344,,34.005187988281,15.519655227661,397.00009155273,254.29403686523,134.18035888672,0,341.67428588867,236.2419128418
"2016-11-12 15:55:00",36667,7.9786672592163,1.9650000333786,88.450828552246,,33.268222808838,20.303504943848,411.94104003906,208.57452392578,138.01861572266,0,403.92239379883,199.32875061035
"2016-11-12 16:00:00",36667,9.3606662750244,2.3183333873749,87.294891357422,,32.927787780762,20.037321090698,502.27166748047,125.57674407959,177.34704589844,0,482.86349487305,158.28666687012
"2016-11-12 16:05:00",36667,11.534002304077,2.8707337379456,94.945556640625,,33.582672119141,17.720838546753,606.87512207031,97.054908752441,156.4747467041,0,549.73779296875,125.15933990479
"2016-11-12 16:10:00",36668,10.643999099731,2.6409335136414,86.469589233398,,34.436443328857,14.857580184937,585.82440185547,99.476348876953,188.40113830566,0,555.30474853516,107.96701812744
"2016-11-12 16:15:00",36668,10.046668052673,2.489000082016,82.961845397949,,34.56457901001,14.666996002197,563.89532470703,97.672729492188,144.30763244629,0,545.48620605469,104.66667938232
"2016-11-12 16:20:00",36668,8.2480001449585,2.029266834259,76.39315032959,,34.539806365967,14.291033744812,453.23928833008,101.37216186523,166.36708068848,0,482.97210693359,103.05442810059
"2016-11-12 16:25:00",36668,9.267333984375,2.2928664684296,84.809066772461,,34.553062438965,14.188714027405,521.50677490234,96.062133789062,176.51989746094,0,491.5569152832,101.61682891846
"2016-11-12 16:30:00",36668,8.8339996337891,2.180999994278,82.537162780762,,35.095657348633,13.522302627563,500.11666870117,88.737197875977,200.48210144043,0,480.44473266602,97.165145874023
"2016-11-12 16:35:00",36669,8.6566667556763,2.1370668411255,82.358039855957,,34.623176574707,13.681537628174,492.37393188477,100.27278137207,167.25450134277,0,471.79077148438,102.09643554688
"2016-11-12 16:40:00",36669,8.2080001831055,2.0200667381287,80.936897277832,,34.490798950195,13.720726966858,482.02737426758,107.32215881348,195.92352294922,0,453.79162597656,102.49506378174
"2016-11-12 16:45:00",36669,7.6626667976379,1.8838000297546,79.361190795898,,34.615673065186,13.667416572571,450.10372924805,93.944488525391,171.47607421875,0,431.58258056641,100.99938964844
"2016-11-12 16:50:00",36669,7.2933325767517,1.7913334369659,80.297904968262,,34.635749816895,13.613130569458,428.43316650391,94.751235961914,154.57136535645,0,405.61083984375,105.34280395508
"2016-11-12 16:55:00",36669,6.99866771698,1.7155336141586,80.906257629395,,34.410949707031,13.634991645813,415.93786621094,107.61212158203,155.44044494629,0,385.52670288086,112.22878265381
"2016-11-12 17:00:00",36669,6.8406667709351,1.6759999990463,78.611473083496,,34.35432434082,13.575219154358,415.76531982422,117.19390106201,206.67649841309,0,387.63711547852,121.9700088501
"2016-11-12 17:05:00",36670,6.7166652679443,1.6451331377029,77.995727539062,,34.515041351318,13.34848690033,410.58459472656,119.77575683594,172.01690673828,0,383.50189208984,126.61716461182
